timestamp_idx,alice_bit,alice_basis,bob_basis,bob_bit,basis_match,error,label
2691,1,0,0,1,1,0,normal_noiseless
2692,1,1,0,0,0,0,normal_noiseless
2693,0,1,1,0,1,0,normal_noiseless
2694,0,0,0,0,1,0,normal_noiseless
2695,1,1,1,1,1,0,normal_noiseless
2696,1,1,1,1,1,0,normal_noiseless
2697,0,0,0,0,1,0,normal_noiseless
2698,0,1,0,1,0,0,normal_noiseless
2699,0,0,1,1,0,0,normal_noiseless
2700,0,0,0,0,1,0,normal_noiseless
2701,1,1,1,1,1,0,normal_noiseless
2702,0,0,0,0,1,0,normal_noiseless
2703,0,1,0,0,0,0,normal_noiseless
2704,0,0,0,0,1,0,normal_noiseless
2705,1,1,0,1,0,0,normal_noiseless
2706,0,1,0,1,0,0,normal_noiseless
2707,0,0,0,0,1,0,normal_noiseless
2708,1,1,0,1,0,0,normal_noiseless
2709,0,0,1,1,0,0,normal_noiseless
2710,0,1,1,0,1,0,normal_noiseless
2711,0,0,0,0,1,0,normal_noiseless
2712,1,1,0,1,0,0,normal_noiseless
2713,1,1,1,1,1,0,normal_noiseless
2714,0,1,1,0,1,0,normal_noiseless
2715,0,1,0,1,0,0,normal_noiseless
2716,0,1,0,1,0,0,normal_noiseless
2717,0,0,0,0,1,0,normal_noiseless
2718,1,0,1,1,0,0,normal_noiseless
2719,1,1,1,1,1,0,normal_noiseless
2720,0,1,0,0,0,0,normal_noiseless
2721,1,0,1,0,0,0,normal_noiseless
2722,1,1,0,0,0,0,normal_noiseless
2723,0,0,0,0,1,0,normal_noiseless
2724,0,1,1,0,1,0,normal_noiseless
2725,0,0,1,0,0,0,normal_noiseless
2726,0,1,0,0,0,0,normal_noiseless
2727,1,1,1,1,1,0,normal_noiseless
2728,1,1,0,0,0,0,normal_noiseless
2729,0,0,0,0,1,0,normal_noiseless
2730,0,0,1,1,0,0,normal_noiseless
2731,1,1,0,0,0,0,normal_noiseless
2732,0,0,0,0,1,0,normal_noiseless
2733,0,0,0,0,1,0,normal_noiseless
2734,1,1,0,0,0,0,normal_noiseless
2735,0,1,0,1,0,0,normal_noiseless
2736,0,0,0,0,1,0,normal_noiseless
2737,0,0,0,0,1,0,normal_noiseless
2738,1,1,0,1,0,0,normal_noiseless
2739,1,0,0,1,1,0,normal_noiseless
2740,1,1,0,1,0,0,normal_noiseless
2741,0,1,0,1,0,0,normal_noiseless
2742,0,1,1,0,1,0,normal_noiseless
2743,1,1,1,1,1,0,normal_noiseless
2744,1,1,0,1,0,0,normal_noiseless
2745,0,1,0,0,0,0,normal_noiseless
2746,0,1,0,0,0,0,normal_noiseless
2747,0,1,0,1,0,0,normal_noiseless
2748,0,0,1,0,0,0,normal_noiseless
2749,1,1,0,0,0,0,normal_noiseless
2750,1,1,1,1,1,0,normal_noiseless
2751,1,0,1,1,0,0,normal_noiseless
2752,1,0,1,1,0,0,normal_noiseless
2753,0,0,0,0,1,0,normal_noiseless
2754,1,0,1,1,0,0,normal_noiseless
2755,0,1,1,0,1,0,normal_noiseless
2756,1,1,1,1,1,0,normal_noiseless
2757,0,1,1,0,1,0,normal_noiseless
2758,1,0,1,1,0,0,normal_noiseless
2759,1,0,1,1,0,0,normal_noiseless
2760,0,0,0,0,1,0,normal_noiseless
2761,0,0,1,0,0,0,normal_noiseless
2762,1,1,1,1,1,0,normal_noiseless
2763,0,0,1,1,0,0,normal_noiseless
2764,1,1,0,1,0,0,normal_noiseless
2765,0,1,1,0,1,0,normal_noiseless
2766,0,0,0,0,1,0,normal_noiseless
2767,1,1,1,1,1,0,normal_noiseless
2768,1,0,1,1,0,0,normal_noiseless
2769,1,0,1,0,0,0,normal_noiseless
2770,1,1,1,1,1,0,normal_noiseless
2771,1,1,0,1,0,0,normal_noiseless
2772,1,0,0,1,1,0,normal_noiseless
2773,1,0,0,1,1,0,normal_noiseless
2774,1,0,0,1,1,0,normal_noiseless
2775,1,0,1,1,0,0,normal_noiseless
2776,1,1,0,1,0,0,normal_noiseless
2777,0,0,0,0,1,0,normal_noiseless
2778,1,0,0,1,1,0,normal_noiseless
2779,0,1,1,0,1,0,normal_noiseless
2780,0,0,0,0,1,0,normal_noiseless
2781,0,0,1,0,0,0,normal_noiseless
2782,1,1,0,0,0,0,normal_noiseless
2783,1,0,0,1,1,0,normal_noiseless
2784,1,1,0,1,0,0,normal_noiseless
2785,1,1,0,0,0,0,normal_noiseless
2786,1,0,1,0,0,0,normal_noiseless
2787,0,1,0,0,0,0,normal_noiseless
2788,1,0,1,1,0,0,normal_noiseless
2789,0,1,0,1,0,0,normal_noiseless
2790,0,0,0,0,1,0,normal_noiseless
2791,0,0,1,1,0,0,normal_noiseless
2792,1,1,0,0,0,0,normal_noiseless
2793,0,1,0,1,0,0,normal_noiseless
2794,0,1,0,1,0,0,normal_noiseless
2795,0,0,1,1,0,0,normal_noiseless
2796,1,0,1,0,0,0,normal_noiseless
2797,0,0,1,1,0,0,normal_noiseless
2798,1,0,0,1,1,0,normal_noiseless
2799,0,0,0,0,1,0,normal_noiseless
2800,0,0,1,0,0,0,normal_noiseless
2801,0,0,0,0,1,0,normal_noiseless
2802,0,0,1,1,0,0,normal_noiseless
2803,1,1,1,1,1,0,normal_noiseless
2804,1,1,1,1,1,0,normal_noiseless
2805,0,1,0,0,0,0,normal_noiseless
2806,0,1,1,0,1,0,normal_noiseless
2807,0,1,1,0,1,0,normal_noiseless
2808,0,0,1,1,0,0,normal_noiseless
2809,1,0,1,1,0,0,normal_noiseless
2810,0,1,1,0,1,0,normal_noiseless
2811,0,0,0,0,1,0,normal_noiseless
2812,0,1,1,0,1,0,normal_noiseless
2813,1,1,0,1,0,0,normal_noiseless
2814,0,0,1,1,0,0,normal_noiseless
2815,0,0,0,0,1,0,normal_noiseless
2816,1,1,1,1,1,0,normal_noiseless
2817,1,0,0,1,1,0,normal_noiseless
2818,0,0,1,1,0,0,normal_noiseless
2819,0,1,0,1,0,0,normal_noiseless
2820,0,1,0,1,0,0,normal_noiseless
2821,0,0,0,0,1,0,normal_noiseless
2822,1,1,1,1,1,0,normal_noiseless
2823,0,1,1,0,1,0,normal_noiseless
2824,0,0,1,1,0,0,normal_noiseless
2825,1,1,1,1,1,0,normal_noiseless
2826,1,1,1,1,1,0,normal_noiseless
2827,1,1,1,1,1,0,normal_noiseless
2828,1,1,1,1,1,0,normal_noiseless
2829,0,1,0,1,0,0,normal_noiseless
2830,1,0,1,0,0,0,normal_noiseless
2831,0,1,0,0,0,0,normal_noiseless
2832,1,0,0,1,1,0,normal_noiseless
2833,1,1,1,1,1,0,normal_noiseless
2834,1,1,1,1,1,0,normal_noiseless
2835,0,0,0,0,1,0,normal_noiseless
2836,0,0,1,0,0,0,normal_noiseless
2837,0,1,1,0,1,0,normal_noiseless
2838,1,1,0,1,0,0,normal_noiseless
2839,1,1,0,1,0,0,normal_noiseless
2840,0,0,1,0,0,0,normal_noiseless
2841,0,0,1,0,0,0,normal_noiseless
2842,0,1,0,1,0,0,normal_noiseless
2843,1,0,1,0,0,0,normal_noiseless
2844,0,0,1,0,0,0,normal_noiseless
2845,0,1,0,1,0,0,normal_noiseless
2846,0,1,0,1,0,0,normal_noiseless
2847,1,0,1,1,0,0,normal_noiseless
2848,0,1,1,0,1,0,normal_noiseless
2849,0,0,0,0,1,0,normal_noiseless
2850,0,0,1,0,0,0,normal_noiseless
2851,0,1,1,0,1,0,normal_noiseless
2852,1,0,1,0,0,0,normal_noiseless
2853,0,0,1,1,0,0,normal_noiseless
2854,0,1,1,0,1,0,normal_noiseless
2855,1,1,1,1,1,0,normal_noiseless
2856,1,1,0,0,0,0,normal_noiseless
2857,0,1,1,0,1,0,normal_noiseless
2858,0,0,0,0,1,0,normal_noiseless
2859,1,0,1,0,0,0,normal_noiseless
2860,1,0,1,1,0,0,normal_noiseless
2861,0,1,1,0,1,0,normal_noiseless
2862,1,1,0,1,0,0,normal_noiseless
2863,0,0,1,0,0,0,normal_noiseless
2864,0,1,0,0,0,0,normal_noiseless
2865,1,1,0,0,0,0,normal_noiseless
2866,0,1,0,1,0,0,normal_noiseless
2867,0,0,1,1,0,0,normal_noiseless
2868,1,0,0,1,1,0,normal_noiseless
2869,0,0,0,0,1,0,normal_noiseless
2870,0,0,1,0,0,0,normal_noiseless
2871,0,1,1,0,1,0,normal_noiseless
2872,1,1,1,1,1,0,normal_noiseless
2873,1,1,0,0,0,0,normal_noiseless
2874,1,1,0,0,0,0,normal_noiseless
2875,0,1,0,1,0,0,normal_noiseless
2876,1,1,0,1,0,0,normal_noiseless
2877,1,0,0,1,1,0,normal_noiseless
2878,1,1,0,0,0,0,normal_noiseless
2879,1,1,0,0,0,0,normal_noiseless
2880,0,0,1,0,0,0,normal_noiseless
2881,1,0,0,1,1,0,normal_noiseless
2882,0,0,1,1,0,0,normal_noiseless
2883,1,0,1,0,0,0,normal_noiseless
2884,0,0,0,0,1,0,normal_noiseless
2885,1,1,1,1,1,0,normal_noiseless
2886,1,1,0,0,0,0,normal_noiseless
2887,0,0,1,0,0,0,normal_noiseless
2888,0,0,0,0,1,0,normal_noiseless
2889,1,0,1,1,0,0,normal_noiseless
2890,0,1,0,0,0,0,normal_noiseless
2891,1,0,1,1,0,0,normal_noiseless
2892,0,1,1,0,1,0,normal_noiseless
2893,0,0,0,0,1,0,normal_noiseless
2894,0,1,0,1,0,0,normal_noiseless
2895,1,0,0,1,1,0,normal_noiseless
2896,0,1,0,1,0,0,normal_noiseless
2897,1,1,0,0,0,0,normal_noiseless
2898,1,0,0,1,1,0,normal_noiseless
2899,1,1,1,1,1,0,normal_noiseless
2900,1,0,1,1,0,0,normal_noiseless
2901,1,0,1,1,0,0,normal_noiseless
2902,0,1,1,0,1,0,normal_noiseless
2903,0,1,0,0,0,0,normal_noiseless
2904,1,1,0,1,0,0,normal_noiseless
2905,0,1,1,0,1,0,normal_noiseless
2906,1,0,1,0,0,0,normal_noiseless
2907,1,0,1,0,0,0,normal_noiseless
2908,0,0,1,1,0,0,normal_noiseless
2909,0,1,1,0,1,0,normal_noiseless
2910,1,1,1,1,1,0,normal_noiseless
2911,0,0,0,0,1,0,normal_noiseless
2912,0,0,0,0,1,0,normal_noiseless
2913,0,0,1,1,0,0,normal_noiseless
2914,0,1,1,0,1,0,normal_noiseless
2915,1,0,1,1,0,0,normal_noiseless
2916,0,1,1,0,1,0,normal_noiseless
2917,1,0,0,1,1,0,normal_noiseless
2918,0,0,0,0,1,0,normal_noiseless
2919,1,1,1,1,1,0,normal_noiseless
2920,0,1,1,0,1,0,normal_noiseless
2921,1,1,1,1,1,0,normal_noiseless
2922,0,1,0,0,0,0,normal_noiseless
2923,0,0,0,0,1,0,normal_noiseless
2924,1,0,1,1,0,0,normal_noiseless
2925,1,0,1,1,0,0,normal_noiseless
2926,1,0,1,0,0,0,normal_noiseless
2927,1,1,0,0,0,0,normal_noiseless
2928,1,1,1,1,1,0,normal_noiseless
2929,1,0,0,1,1,0,normal_noiseless
2930,1,0,0,1,1,0,normal_noiseless
2931,1,0,0,1,1,0,normal_noiseless
2932,0,0,0,0,1,0,normal_noiseless
2933,1,0,0,1,1,0,normal_noiseless
2934,1,1,1,1,1,0,normal_noiseless
2935,0,0,1,0,0,0,normal_noiseless
2936,1,0,0,1,1,0,normal_noiseless
2937,0,1,1,0,1,0,normal_noiseless
2938,0,0,0,0,1,0,normal_noiseless
2939,1,1,0,1,0,0,normal_noiseless
2940,0,1,1,0,1,0,normal_noiseless
2941,0,1,1,0,1,0,normal_noiseless
2942,0,1,0,0,0,0,normal_noiseless
2943,0,1,1,0,1,0,normal_noiseless
2944,0,0,1,1,0,0,normal_noiseless
2945,0,0,1,0,0,0,normal_noiseless
2946,1,1,0,0,0,0,normal_noiseless
2947,1,0,1,1,0,0,normal_noiseless
2948,0,1,0,1,0,0,normal_noiseless
2949,0,0,0,0,1,0,normal_noiseless
2950,1,1,1,1,1,0,normal_noiseless
2951,1,1,1,1,1,0,normal_noiseless
2952,0,0,1,1,0,0,normal_noiseless
2953,1,0,0,1,1,0,normal_noiseless
2954,0,0,0,0,1,0,normal_noiseless
2955,1,0,1,0,0,0,normal_noiseless
2956,0,0,0,0,1,0,normal_noiseless
2957,0,0,0,0,1,0,normal_noiseless
2958,1,0,0,1,1,0,normal_noiseless
2959,0,1,1,0,1,0,normal_noiseless
2960,1,1,1,1,1,0,normal_noiseless
2961,0,1,1,0,1,0,normal_noiseless
2962,0,1,1,0,1,0,normal_noiseless
2963,1,0,1,1,0,0,normal_noiseless
2964,1,1,1,1,1,0,normal_noiseless
2965,1,0,0,1,1,0,normal_noiseless
2966,1,0,1,0,0,0,normal_noiseless
2967,1,1,0,1,0,0,normal_noiseless
2968,0,0,0,0,1,0,normal_noiseless
2969,0,1,1,0,1,0,normal_noiseless
2970,1,1,0,0,0,0,normal_noiseless
2971,0,1,1,0,1,0,normal_noiseless
2972,0,1,0,0,0,0,normal_noiseless
2973,0,0,0,0,1,0,normal_noiseless
2974,1,1,0,1,0,0,normal_noiseless
2975,0,0,1,0,0,0,normal_noiseless
2976,1,0,1,1,0,0,normal_noiseless
2977,0,1,1,0,1,0,normal_noiseless
2978,0,1,1,0,1,0,normal_noiseless
2979,1,0,1,0,0,0,normal_noiseless
2980,0,1,1,0,1,0,normal_noiseless
2981,1,1,0,0,0,0,normal_noiseless
2982,0,0,1,1,0,0,normal_noiseless
2983,1,0,0,1,1,0,normal_noiseless
2984,1,1,0,0,0,0,normal_noiseless
2985,1,1,1,1,1,0,normal_noiseless
2986,0,0,1,1,0,0,normal_noiseless
2987,1,1,1,1,1,0,normal_noiseless
2988,1,0,1,1,0,0,normal_noiseless
2989,1,1,0,1,0,0,normal_noiseless
2990,1,1,1,1,1,0,normal_noiseless
2991,0,0,1,0,0,0,normal_noiseless
2992,1,1,0,1,0,0,normal_noiseless
2993,0,1,1,0,1,0,normal_noiseless
2994,0,0,0,0,1,0,normal_noiseless
2995,0,0,0,0,1,0,normal_noiseless
2996,0,0,1,0,0,0,normal_noiseless
2997,0,0,1,1,0,0,normal_noiseless
2998,1,1,1,1,1,0,normal_noiseless
2999,0,0,1,0,0,0,normal_noiseless
3000,0,0,1,1,0,0,normal_noiseless
3001,0,1,0,0,0,0,normal_noiseless
3002,1,0,0,1,1,0,normal_noiseless
3003,1,1,0,0,0,0,normal_noiseless
3004,0,1,0,0,0,0,normal_noiseless
3005,0,1,1,0,1,0,normal_noiseless
3006,0,1,0,1,0,0,normal_noiseless
3007,0,0,0,0,1,0,normal_noiseless
3008,1,0,1,0,0,0,normal_noiseless
3009,0,0,0,0,1,0,normal_noiseless
3010,1,1,1,1,1,0,normal_noiseless
3011,1,1,1,1,1,0,normal_noiseless
3012,1,0,1,0,0,0,normal_noiseless
3013,0,1,1,0,1,0,normal_noiseless
3014,1,1,1,1,1,0,normal_noiseless
3015,1,0,1,1,0,0,normal_noiseless
3016,1,0,0,1,1,0,normal_noiseless
3017,0,1,0,1,0,0,normal_noiseless
3018,1,0,1,1,0,0,normal_noiseless
3019,1,0,0,1,1,0,normal_noiseless
3020,0,0,0,0,1,0,normal_noiseless
3021,0,0,0,0,1,0,normal_noiseless
3022,1,0,0,1,1,0,normal_noiseless
3023,0,0,1,0,0,0,normal_noiseless
3024,0,0,0,0,1,0,normal_noiseless
3025,1,0,0,1,1,0,normal_noiseless
3026,1,0,1,0,0,0,normal_noiseless
3027,1,1,0,1,0,0,normal_noiseless
3028,1,0,1,1,0,0,normal_noiseless
3029,0,1,0,1,0,0,normal_noiseless
3030,1,0,1,0,0,0,normal_noiseless
3031,1,0,0,1,1,0,normal_noiseless
3032,1,1,0,1,0,0,normal_noiseless
3033,0,1,1,0,1,0,normal_noiseless
3034,1,0,0,1,1,0,normal_noiseless
3035,0,0,0,0,1,0,normal_noiseless
3036,1,1,1,1,1,0,normal_noiseless
3037,1,1,1,1,1,0,normal_noiseless
3038,0,1,0,0,0,0,normal_noiseless
3039,1,0,0,1,1,0,normal_noiseless
3040,0,1,1,0,1,0,normal_noiseless
3041,0,1,0,0,0,0,normal_noiseless
3042,0,0,1,0,0,0,normal_noiseless
3043,0,0,0,0,1,0,normal_noiseless
3044,0,0,0,0,1,0,normal_noiseless
3045,1,1,0,0,0,0,normal_noiseless
3046,0,0,1,0,0,0,normal_noiseless
3047,1,1,1,1,1,0,normal_noiseless
3048,0,1,0,0,0,0,normal_noiseless
3049,1,1,1,1,1,0,normal_noiseless
3050,1,1,0,0,0,0,normal_noiseless
3051,0,0,1,0,0,0,normal_noiseless
3052,0,1,0,1,0,0,normal_noiseless
3053,1,0,0,1,1,0,normal_noiseless
3054,1,0,0,1,1,0,normal_noiseless
3055,0,1,1,0,1,0,normal_noiseless
3056,1,1,0,0,0,0,normal_noiseless
3057,1,1,1,1,1,0,normal_noiseless
3058,0,1,1,0,1,0,normal_noiseless
3059,0,0,1,1,0,0,normal_noiseless
3060,1,1,1,1,1,0,normal_noiseless
3061,0,1,1,0,1,0,normal_noiseless
3062,0,1,0,0,0,0,normal_noiseless
3063,1,0,1,1,0,0,normal_noiseless
3064,0,1,1,0,1,0,normal_noiseless
3065,1,1,1,1,1,0,normal_noiseless
3066,0,0,1,0,0,0,normal_noiseless
3067,1,0,0,1,1,0,normal_noiseless
3068,1,1,1,1,1,0,normal_noiseless
3069,0,1,0,0,0,0,normal_noiseless
3070,0,0,1,0,0,0,normal_noiseless
3071,1,1,0,0,0,0,normal_noiseless
3072,0,1,0,0,0,0,normal_noiseless
3073,0,1,0,1,0,0,normal_noiseless
3074,0,0,1,0,0,0,normal_noiseless
3075,1,0,1,1,0,0,normal_noiseless
3076,1,0,1,1,0,0,normal_noiseless
3077,1,1,1,1,1,0,normal_noiseless
3078,0,1,0,1,0,0,normal_noiseless
3079,1,0,1,1,0,0,normal_noiseless
3080,1,0,0,1,1,0,normal_noiseless
3081,0,1,1,0,1,0,normal_noiseless
3082,0,0,0,0,1,0,normal_noiseless
3083,1,0,0,1,1,0,normal_noiseless
3084,1,0,1,1,0,0,normal_noiseless
3085,1,1,1,1,1,0,normal_noiseless
3086,1,1,0,0,0,0,normal_noiseless
3087,0,0,1,1,0,0,normal_noiseless
3088,0,0,0,0,1,0,normal_noiseless
3089,0,0,0,0,1,0,normal_noiseless
3090,1,0,0,1,1,0,normal_noiseless
3091,1,0,0,1,1,0,normal_noiseless
3092,1,1,1,1,1,0,normal_noiseless
3093,1,1,1,1,1,0,normal_noiseless
3094,0,1,0,0,0,0,normal_noiseless
3095,0,0,0,0,1,0,normal_noiseless
3096,1,0,1,1,0,0,normal_noiseless
3097,1,0,0,1,1,0,normal_noiseless
3098,1,1,0,1,0,0,normal_noiseless
3099,0,1,0,0,0,0,normal_noiseless
3100,1,0,0,1,1,0,normal_noiseless
3101,0,0,0,0,1,0,normal_noiseless
3102,0,1,0,0,0,0,normal_noiseless
3103,1,1,0,0,0,0,normal_noiseless
3104,1,0,0,1,1,0,normal_noiseless
3105,1,1,1,1,1,0,normal_noiseless
3106,0,1,1,0,1,0,normal_noiseless
3107,1,0,1,0,0,0,normal_noiseless
3108,1,0,0,1,1,0,normal_noiseless
3109,1,0,0,1,1,0,normal_noiseless
3110,0,0,0,0,1,0,normal_noiseless
3111,1,1,0,1,0,0,normal_noiseless
3112,1,0,0,1,1,0,normal_noiseless
3113,1,1,0,1,0,0,normal_noiseless
3114,0,0,0,0,1,0,normal_noiseless
3115,0,1,1,0,1,0,normal_noiseless
3116,0,0,1,1,0,0,normal_noiseless
3117,1,0,0,1,1,0,normal_noiseless
3118,1,0,1,1,0,0,normal_noiseless
3119,0,1,1,0,1,0,normal_noiseless
3120,0,1,1,0,1,0,normal_noiseless
3121,1,0,1,1,0,0,normal_noiseless
3122,1,1,1,1,1,0,normal_noiseless
3123,0,0,0,0,1,0,normal_noiseless
3124,0,0,0,0,1,0,normal_noiseless
3125,0,1,1,0,1,0,normal_noiseless
3126,1,1,1,1,1,0,normal_noiseless
3127,1,1,0,1,0,0,normal_noiseless
3128,0,0,1,0,0,0,normal_noiseless
3129,1,1,1,1,1,0,normal_noiseless
3130,0,0,0,0,1,0,normal_noiseless
3131,1,1,0,0,0,0,normal_noiseless
3132,0,1,1,0,1,0,normal_noiseless
3133,1,1,0,1,0,0,normal_noiseless
3134,1,0,0,1,1,0,normal_noiseless
3135,1,1,1,1,1,0,normal_noiseless
3136,0,1,0,1,0,0,normal_noiseless
3137,0,0,1,1,0,0,normal_noiseless
3138,1,1,0,1,0,0,normal_noiseless
3139,1,1,1,1,1,0,normal_noiseless
3140,1,0,1,1,0,0,normal_noiseless
3141,0,0,0,0,1,0,normal_noiseless
3142,0,1,0,0,0,0,normal_noiseless
3143,1,0,0,1,1,0,normal_noiseless
3144,0,1,1,0,1,0,normal_noiseless
3145,1,1,0,1,0,0,normal_noiseless
3146,1,0,1,1,0,0,normal_noiseless
3147,1,1,0,1,0,0,normal_noiseless
3148,1,1,1,1,1,0,normal_noiseless
3149,0,1,0,0,0,0,normal_noiseless
3150,1,0,0,1,1,0,normal_noiseless
3151,0,1,1,0,1,0,normal_noiseless
3152,1,1,0,1,0,0,normal_noiseless
3153,0,0,1,0,0,0,normal_noiseless
3154,0,0,1,1,0,0,normal_noiseless
3155,0,1,1,0,1,0,normal_noiseless
3156,1,1,1,1,1,0,normal_noiseless
3157,0,1,1,0,1,0,normal_noiseless
3158,0,0,1,1,0,0,normal_noiseless
3159,1,0,0,1,1,0,normal_noiseless
3160,0,0,0,0,1,0,normal_noiseless
3161,0,1,0,0,0,0,normal_noiseless
3162,1,0,1,1,0,0,normal_noiseless
3163,0,1,1,0,1,0,normal_noiseless
3164,0,0,0,0,1,0,normal_noiseless
3165,1,1,0,0,0,0,normal_noiseless
3166,0,1,0,1,0,0,normal_noiseless
3167,1,1,1,1,1,0,normal_noiseless
3168,0,0,1,1,0,0,normal_noiseless
3169,1,0,0,1,1,0,normal_noiseless
3170,1,1,1,1,1,0,normal_noiseless
3171,1,1,1,1,1,0,normal_noiseless
3172,1,1,1,1,1,0,normal_noiseless
3173,1,0,0,1,1,0,normal_noiseless
3174,1,1,1,1,1,0,normal_noiseless
3175,0,0,1,1,0,0,normal_noiseless
3176,1,1,1,1,1,0,normal_noiseless
3177,0,1,1,0,1,0,normal_noiseless
3178,0,1,0,0,0,0,normal_noiseless
3179,1,0,1,0,0,0,normal_noiseless
3180,0,1,0,1,0,0,normal_noiseless
3181,1,1,1,1,1,0,normal_noiseless
3182,0,1,0,0,0,0,normal_noiseless
3183,1,1,0,0,0,0,normal_noiseless
3184,1,0,1,1,0,0,normal_noiseless
3185,1,0,1,0,0,0,normal_noiseless
3186,1,0,0,1,1,0,normal_noiseless
3187,1,1,0,1,0,0,normal_noiseless
3188,0,0,1,0,0,0,normal_noiseless
3189,1,0,1,0,0,0,normal_noiseless
3190,0,0,0,0,1,0,normal_noiseless
3191,0,1,1,0,1,0,normal_noiseless
3192,0,1,1,0,1,0,normal_noiseless
3193,1,0,0,1,1,0,normal_noiseless
3194,1,0,1,0,0,0,normal_noiseless
3195,0,0,0,0,1,0,normal_noiseless
3196,0,1,1,0,1,0,normal_noiseless
3197,1,0,1,0,0,0,normal_noiseless
3198,0,0,1,1,0,0,normal_noiseless
3199,1,1,1,1,1,0,normal_noiseless
3200,0,1,0,0,0,0,normal_noiseless
3201,0,0,0,0,1,0,normal_noiseless
3202,1,0,1,0,0,0,normal_noiseless
3203,1,1,1,1,1,0,normal_noiseless
3204,0,1,1,0,1,0,normal_noiseless
3205,0,1,0,0,0,0,normal_noiseless
3206,1,1,0,1,0,0,normal_noiseless
3207,0,0,1,0,0,0,normal_noiseless
3208,0,0,1,1,0,0,normal_noiseless
3209,0,0,0,0,1,0,normal_noiseless
3210,1,1,1,1,1,0,normal_noiseless
3211,1,0,1,1,0,0,normal_noiseless
3212,1,1,0,0,0,0,normal_noiseless
3213,0,0,1,1,0,0,normal_noiseless
3214,1,0,0,1,1,0,normal_noiseless
3215,0,1,0,1,0,0,normal_noiseless
3216,1,0,0,1,1,0,normal_noiseless
3217,1,0,1,1,0,0,normal_noiseless
3218,1,1,0,1,0,0,normal_noiseless
3219,0,0,1,0,0,0,normal_noiseless
3220,0,1,0,1,0,0,normal_noiseless
3221,0,1,0,0,0,0,normal_noiseless
3222,0,0,0,0,1,0,normal_noiseless
3223,1,1,1,1,1,0,normal_noiseless
3224,0,0,1,1,0,0,normal_noiseless
3225,0,1,1,0,1,0,normal_noiseless
3226,1,0,1,1,0,0,normal_noiseless
3227,1,1,1,1,1,0,normal_noiseless
3228,1,0,1,1,0,0,normal_noiseless
3229,1,1,0,1,0,0,normal_noiseless
3230,0,0,1,0,0,0,normal_noiseless
3231,0,1,1,0,1,0,normal_noiseless
3232,0,0,1,0,0,0,normal_noiseless
3233,1,1,1,1,1,0,normal_noiseless
3234,0,1,0,1,0,0,normal_noiseless
3235,0,1,1,0,1,0,normal_noiseless
3236,1,0,0,1,1,0,normal_noiseless
3237,0,0,1,1,0,0,normal_noiseless
3238,0,1,1,0,1,0,normal_noiseless
3239,1,1,1,1,1,0,normal_noiseless
3240,0,1,1,0,1,0,normal_noiseless
3241,0,1,1,0,1,0,normal_noiseless
3242,1,0,0,1,1,0,normal_noiseless
3243,0,1,1,0,1,0,normal_noiseless
3244,1,1,1,1,1,0,normal_noiseless
3245,1,1,0,1,0,0,normal_noiseless
3246,0,0,1,0,0,0,normal_noiseless
3247,0,0,1,1,0,0,normal_noiseless
3248,0,1,1,0,1,0,normal_noiseless
3249,0,0,0,0,1,0,normal_noiseless
3250,0,1,0,1,0,0,normal_noiseless
3251,1,0,0,1,1,0,normal_noiseless
3252,0,1,0,0,0,0,normal_noiseless
3253,1,0,1,0,0,0,normal_noiseless
3254,0,0,0,0,1,0,normal_noiseless
3255,1,0,1,1,0,0,normal_noiseless
3256,1,0,0,1,1,0,normal_noiseless
3257,0,0,1,0,0,0,normal_noiseless
3258,1,1,1,1,1,0,normal_noiseless
3259,1,1,0,0,0,0,normal_noiseless
3260,0,1,0,0,0,0,normal_noiseless
3261,1,1,1,1,1,0,normal_noiseless
3262,0,0,1,0,0,0,normal_noiseless
3263,0,0,0,0,1,0,normal_noiseless
3264,0,0,0,0,1,0,normal_noiseless
3265,1,0,0,1,1,0,normal_noiseless
3266,0,1,1,0,1,0,normal_noiseless
3267,1,1,1,1,1,0,normal_noiseless
3268,0,0,1,1,0,0,normal_noiseless
3269,0,1,1,0,1,0,normal_noiseless
3270,0,0,1,1,0,0,normal_noiseless
3271,0,0,1,0,0,0,normal_noiseless
3272,0,0,0,0,1,0,normal_noiseless
3273,1,1,0,1,0,0,normal_noiseless
3274,0,0,0,0,1,0,normal_noiseless
3275,0,0,0,0,1,0,normal_noiseless
3276,0,1,0,0,0,0,normal_noiseless
3277,1,0,1,0,0,0,normal_noiseless
3278,0,1,1,0,1,0,normal_noiseless
3279,1,1,0,0,0,0,normal_noiseless
3280,1,1,1,1,1,0,normal_noiseless
3281,1,0,1,0,0,0,normal_noiseless
3282,0,1,0,0,0,0,normal_noiseless
3283,1,0,0,1,1,0,normal_noiseless
3284,1,0,0,1,1,0,normal_noiseless
3285,1,0,0,1,1,0,normal_noiseless
3286,1,0,1,1,0,0,normal_noiseless
3287,0,1,1,0,1,0,normal_noiseless
3288,1,1,0,0,0,0,normal_noiseless
3289,1,0,0,1,1,0,normal_noiseless
3290,0,0,0,0,1,0,normal_noiseless
3291,1,1,0,1,0,0,normal_noiseless
3292,1,1,0,1,0,0,normal_noiseless
3293,1,1,1,1,1,0,normal_noiseless
3294,1,1,1,1,1,0,normal_noiseless
3295,0,0,1,0,0,0,normal_noiseless
3296,1,0,1,0,0,0,normal_noiseless
